unique_paragraph_id,participant_id,unique_trial_id,lextale,regime
1,ba_10,ba_10_1,68.75,train_train
1,ba_11,ba_11_1,70.0,train_train
1,ba_15,ba_15_1,73.75,train_train
1,ba_2,ba_2_1,75.0,train_train
1,ba_24,ba_24_1,73.75,train_train
1,ba_33,ba_33_1,75.0,train_train
1,ba_34,ba_34_1,71.25,train_train
1,ba_35,ba_35_1,68.75,train_train
1,ba_36,ba_36_1,56.25,train_train
1,ba_37,ba_37_1,70.0,train_train
1,ba_38,ba_38_1,75.0,train_train
1,ba_46,ba_46_1,68.75,train_train
1,ba_8,ba_8_1,73.75,train_train
1,ch_s_11,ch_s_11_1,73.75,train_train
1,ch_s_12,ch_s_12_1,66.25,train_train
1,ch_s_15,ch_s_15_1,68.75,train_train
1,ch_s_17,ch_s_17_1,83.75,train_train
1,ch_s_21,ch_s_21_1,81.25,train_train
1,ch_s_22,ch_s_22_1,72.5,train_train
1,ch_s_27,ch_s_27_1,80.0,train_train
1,ch_s_28,ch_s_28_1,82.5,train_train
1,ch_s_38,ch_s_38_1,80.0,train_train
1,ch_s_40,ch_s_40_1,82.5,train_train
1,ch_s_48,ch_s_48_1,41.25,train_train
1,ch_s_51,ch_s_51_1,82.5,train_train
1,ch_s_53,ch_s_53_1,73.75,train_train
1,ch_s_55,ch_s_55_1,63.75,train_train
1,ch_s_9,ch_s_9_1,67.5,train_train
1,ch_t_1,ch_t_1_1,61.25000000000001,train_train
1,ch_t_15,ch_t_15_1,66.25,train_train
1,ch_t_16,ch_t_16_1,65.0,train_train
1,ch_t_23,ch_t_23_1,45.0,train_train
1,ch_t_24,ch_t_24_1,63.74999999999999,train_train
1,ch_t_29,ch_t_29_1,60.0,train_train
1,ch_t_31,ch_t_31_1,66.25,train_train
1,ch_t_32,ch_t_32_1,56.25,train_train
1,ch_t_34,ch_t_34_1,66.25,train_train
1,ch_t_37,ch_t_37_1,60.0,train_train
1,ch_t_44,ch_t_44_1,77.5,train_train
1,ch_t_45,ch_t_45_1,61.25000000000001,train_train
1,ch_t_46,ch_t_46_1,58.75,train_train
1,ch_t_5,ch_t_5_1,75.0,train_train
1,ch_t_52,ch_t_52_1,62.5,train_train
1,ch_t_60,ch_t_60_1,51.24999999999999,train_train
1,ch_t_63,ch_t_63_1,68.75,train_train
1,ch_t_65,ch_t_65_1,57.49999999999999,train_train
1,ch_t_66,ch_t_66_1,57.49999999999999,train_train
1,ch_t_7,ch_t_7_1,51.24999999999999,train_train
1,da_11,da_11_1,78.75,train_train
1,da_12,da_12_1,63.75,train_train
1,da_28,da_28_1,76.25,train_train
1,da_3,da_3_1,76.25,train_train
1,da_42,da_42_1,80.0,train_train
1,da_5,da_5_1,58.75,train_train
1,da_59,da_59_1,82.5,train_train
1,da_62,da_62_1,97.5,train_train
1,da_8,da_8_1,83.75,train_train
1,en_uk_13,en_uk_13_1,88.75,train_train
1,en_uk_15,en_uk_15_1,96.25,train_train
1,en_uk_16,en_uk_16_1,88.75,train_train
1,en_uk_23,en_uk_23_1,85.0,train_train
1,en_uk_29,en_uk_29_1,82.5,train_train
1,en_uk_30,en_uk_30_1,100.0,train_train
1,en_uk_33,en_uk_33_1,83.75,train_train
1,en_uk_37,en_uk_37_1,96.25,train_train
1,en_uk_4,en_uk_4_1,95.0,train_train
1,en_uk_41,en_uk_41_1,87.5,train_train
1,en_uk_43,en_uk_43_1,86.25,train_train
1,en_uk_48,en_uk_48_1,88.75,train_train
1,en_uk_49,en_uk_49_1,98.75,train_train
1,en_uk_53,en_uk_53_1,90.0,train_train
1,en_uk_57,en_uk_57_1,87.5,train_train
1,en_uk_6,en_uk_6_1,90.0,train_train
1,en_uk_8,en_uk_8_1,98.75,train_train
1,ge_po_1,ge_po_1_1,92.5,train_train
1,ge_po_11,ge_po_11_1,71.25,train_train
1,ge_po_15,ge_po_15_1,88.75,train_train
1,ge_po_18,ge_po_18_1,62.5,train_train
1,ge_po_19,ge_po_19_1,77.5,train_train
1,ge_po_20,ge_po_20_1,97.5,train_train
1,ge_po_22,ge_po_22_1,81.25,train_train
1,ge_po_27,ge_po_27_1,96.25,train_train
1,ge_po_29,ge_po_29_1,70.0,train_train
1,ge_po_30,ge_po_30_1,77.5,train_train
1,ge_po_41,ge_po_41_1,61.25,train_train
1,ge_po_44,ge_po_44_1,71.25,train_train
1,ge_po_8,ge_po_8_1,82.5,train_train
1,ge_zu_11,ge_zu_11_1,98.75,train_train
1,ge_zu_13,ge_zu_13_1,81.25,train_train
1,ge_zu_17,ge_zu_17_1,85.0,train_train
1,ge_zu_18,ge_zu_18_1,86.25,train_train
1,ge_zu_22,ge_zu_22_1,71.25,train_train
1,ge_zu_25,ge_zu_25_1,65.0,train_train
1,ge_zu_27,ge_zu_27_1,83.75,train_train
1,ge_zu_28,ge_zu_28_1,73.75,train_train
1,ge_zu_29,ge_zu_29_1,70.0,train_train
1,ge_zu_3,ge_zu_3_1,63.75,train_train
1,ge_zu_35,ge_zu_35_1,95.0,train_train
1,ge_zu_41,ge_zu_41_1,81.25,train_train
1,ge_zu_43,ge_zu_43_1,61.25,train_train
1,ge_zu_44,ge_zu_44_1,56.25,train_train
1,ge_zu_46,ge_zu_46_1,97.5,train_train
1,ge_zu_55,ge_zu_55_1,71.25,train_train
1,ge_zu_6,ge_zu_6_1,98.75,train_train
1,ge_zu_7,ge_zu_7_1,57.5,train_train
1,ge_zu_8,ge_zu_8_1,88.75,train_train
1,hi_iiith_1,hi_iiith_1_1,93.75,train_train
1,hi_iiith_14,hi_iiith_14_1,86.25,train_train
1,hi_iiith_16,hi_iiith_16_1,55.0,train_train
1,hi_iiith_21,hi_iiith_21_1,85.0,train_train
1,hi_iiith_22,hi_iiith_22_1,77.5,train_train
1,hi_iiith_24,hi_iiith_24_1,90.0,train_train
1,hi_iiith_25,hi_iiith_25_1,72.5,train_train
1,hi_iiith_28,hi_iiith_28_1,82.5,train_train
1,hi_iiith_29,hi_iiith_29_1,77.5,train_train
1,hi_iiith_30,hi_iiith_30_1,97.5,train_train
1,hi_iiith_39,hi_iiith_39_1,85.0,train_train
1,hi_iiith_43,hi_iiith_43_1,96.25,train_train
1,hi_iiith_46,hi_iiith_46_1,83.75,train_train
1,hi_iiith_47,hi_iiith_47_1,77.5,train_train
1,hi_iiith_49,hi_iiith_49_1,76.25,train_train
1,hi_iiith_52,hi_iiith_52_1,91.25,train_train
1,hi_iiith_54,hi_iiith_54_1,78.75,train_train
1,hi_iiith_58,hi_iiith_58_1,67.5,train_train
1,hi_iiith_60,hi_iiith_60_1,91.25,train_train
1,hi_iiith_62,hi_iiith_62_1,92.5,train_train
1,hi_iiith_8,hi_iiith_8_1,60.0,train_train
1,hi_iitk_1,hi_iitk_1_1,92.5,train_train
1,hi_iitk_2,hi_iitk_2_1,88.75,train_train
1,hi_iitk_28,hi_iitk_28_1,76.25,train_train
1,hi_iitk_3,hi_iitk_3_1,72.5,train_train
1,hi_iitk_46,hi_iitk_46_1,82.5,train_train
1,hi_iitk_51,hi_iitk_51_1,78.75,train_train
1,hi_iitk_55,hi_iitk_55_1,78.75,train_train
1,hi_iitk_56,hi_iitk_56_1,86.25,train_train
1,hi_iitk_59,hi_iitk_59_1,81.25,train_train
