column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
AVERAGE_BLINK_DURATION,numeric,1174954,4.6,13.71,87.6,301.2979325062939,208.5,566.5,11958.0,467.66903007502276,1564,
AVERAGE_FIXATION_DURATION,numeric,1231120,0.0,30.0,160.41,194.61739618396257,193.46,234.01,334.9,31.072386656796454,1744,
AVERAGE_SACCADE_AMPLITUDE,numeric,1231120,0.0,1.58,3.44,4.531796323672753,4.52,5.59,8.77,0.8655993713020885,393,
AbsDistance2Head,numeric,1231120,0.0,0.0,1.0,2.275428065501332,1.0,4.0,46.0,3.0278386799473793,30,
BLINK_COUNT,numeric,1231120,0.0,0.0,1.0,6.549139807654818,5.0,14.0,78.0,7.288647537817574,51,
CURRENT_FIX_INTEREST_AREA_INDEX,numeric,1231120,0.0,0.0,64.0,327.16059766716484,324.0,588.0,739.0,192.61094127535677,740,
CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
FD,numeric,1231120,0.0,0.0,0.0,128.7502071284684,134.0,293.0,2948.0,132.49630042613953,962,
FFD,numeric,1231120,0.0,0.0,0.0,79.84417847163559,0.0,257.0,2948.0,122.41125347039831,881,
FFID,numeric,1231120,0.0,0.0,0.0,40.01757342907271,19.0,112.0,398.0,48.66854705124609,357,
FIXATION_COUNT,numeric,1231120,0.0,1.0,39.0,86.38618168821885,76.0,149.0,462.0,48.86061095251488,234,
FPF,numeric,1231120,0.0,0.0,0.0,0.3627672363376438,0.0,1.0,1.0,0.48079866508503805,2,"{0: 63.7, 1: 36.3}"
FPRT,numeric,1231120,0.0,0.0,0.0,96.44468451491325,0.0,303.0,6376.0,163.87270828649736,1402,
FPReg,numeric,1231120,0.0,0.0,0.0,0.10550555591656378,0.0,1.0,1.0,0.30720385779559983,2,"{0: 89.4, 1: 10.6}"
FRT,numeric,1231120,0.0,0.0,0.0,152.95024449281954,142.0,358.0,7094.0,178.9058652618789,1513,
Fix,numeric,1231120,0.0,0.0,0.0,0.5941784716355839,1.0,1.0,1.0,0.4910505181172161,2,"{1: 59.4, 0: 40.6}"
IA_DWELL_TIME,numeric,1231120,0.0,0.0,0.0,216.23831145623498,160.0,547.0,9861.0,285.87801915347126,2236,
IA_DWELL_TIME_%,numeric,1231120,0.0,0.0,0.0,0.0015433101566053676,0.0011005392642394773,0.0038790575994948205,0.06504976868077948,0.002055011712029775,105188,
IA_FIRST_FIXATION_DURATION,numeric,1231120,0.0,0.0,0.0,79.84417847163559,0.0,257.0,2948.0,122.41125347039831,881,
IA_FIRST_FIXATION_PREVIOUS_FIX_IA,numeric,1231120,0.0,-1.0,0.0,34.885092436155695,17.0,99.0,145.0,40.265488704779884,147,
IA_FIRST_FIXATION_PREVIOUS_IAREAS,numeric,1231120,0.0,-1.0,0.0,34.885092436155695,17.0,99.0,145.0,40.265488704779884,147,
IA_FIRST_FIXATION_RUN_INDEX,numeric,1231120,0.0,0.0,0.0,40.01757342907271,19.0,112.0,398.0,48.66854705124609,357,
IA_FIRST_FIXATION_TIME,numeric,1231120,0.0,0.0,0.0,79.84417847163559,0.0,257.0,2948.0,122.41125347039831,881,
IA_FIRST_FIXATION_VISITED_IA_COUNT,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_FIRST_FIXATION_X,numeric,1231120,0.0,0.0,0.0,282.6425665247904,164.9,776.7,1006.0,307.37600255786566,9430,
IA_FIRST_FIXATION_Y,numeric,1231120,0.0,0.0,0.0,213.77895006173242,166.8,557.7,755.8,220.02543471750158,6576,
IA_FIRST_FIX_PROGRESSIVE,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_FIRST_RUN_DWELL_TIME,numeric,1231120,0.0,0.0,0.0,96.44468451491325,0.0,303.0,6376.0,163.87270828649736,1402,
IA_FIRST_RUN_FIXATION_%,numeric,1231120,0.0,0.0,0.0,0.0015433101566053676,0.0,0.004933622518292538,0.09607609988109393,0.0026247060973997602,58509,
IA_FIRST_RUN_FIXATION_COUNT,numeric,1231120,0.0,0.0,0.0,0.5941784716355839,1.0,1.0,1.0,0.4910505181172161,2,"{1: 59.4, 0: 40.6}"
IA_FIXATION_%,numeric,1231120,0.0,0.0,0.0,0.0015433101566053676,0.0012787723785166241,0.003787878787878788,0.05555555555555555,0.0019014665592244249,1969,
IA_FIXATION_COUNT,numeric,1231120,0.0,0.0,0.0,1.0197503086620314,1.0,2.0,22.0,1.2267482217981434,22,
IA_ID,numeric,1231120,0.0,0.0,64.0,327.16059766716484,324.0,588.0,739.0,192.61094127535677,740,
IA_LAST_FIXATION_DURATION,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_LAST_RUN_DWELL_TIME,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_LAST_RUN_FIXATION_COUNT,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_LEFT,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_REGRESSION_IN,numeric,1231120,0.0,0.0,0.0,0.21048719864838522,0.0,1.0,10.0,0.49877249458878314,10,"{0: 82.3, 1: 15.1, 2: 2.2, 3: 0.4, 4: 0.1, 5: 0.0, 6: 0.0, 8: 0.0, 7: 0.0, 10: 0.0}"
IA_REGRESSION_IN_COUNT,numeric,1231120,0.0,0.0,0.0,0.21048719864838522,0.0,1.0,10.0,0.49877249458878314,10,"{0: 82.3, 1: 15.1, 2: 2.2, 3: 0.4, 4: 0.1, 5: 0.0, 6: 0.0, 8: 0.0, 7: 0.0, 10: 0.0}"
IA_REGRESSION_OUT,numeric,1231120,0.0,0.0,0.0,0.21048719864838522,0.0,1.0,7.0,0.4911662307355054,8,"{0: 82.0, 1: 15.4, 2: 2.2, 3: 0.3, 4: 0.1, 5: 0.0, 6: 0.0, 7: 0.0}"
IA_REGRESSION_OUT_COUNT,numeric,1231120,0.0,0.0,0.0,0.21048719864838522,0.0,1.0,7.0,0.4911662307355054,8,"{0: 82.0, 1: 15.4, 2: 2.2, 3: 0.3, 4: 0.1, 5: 0.0, 6: 0.0, 7: 0.0}"
IA_REGRESSION_OUT_FULL_COUNT,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_REGRESSION_PATH_DURATION,numeric,1231120,0.0,0.0,0.0,216.23831145623498,0.0,467.0,77625.0,988.0317141729013,4449,
IA_RUN_COUNT,numeric,1231120,0.0,0.0,64.0,327.16059766716484,324.0,588.0,739.0,192.61094127535677,740,
IA_SELECTIVE_REGRESSION_PATH_DURATION,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_SKIP,numeric,1231120,0.0,0.0,0.0,0.3627672363376438,0.0,1.0,1.0,0.48079866508503805,2,"{0: 63.7, 1: 36.3}"
IA_TOP,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
INDEX,numeric,1231120,0.0,5.0,9.0,38.366743290662164,42.0,66.0,92.0,21.740582484950597,83,
LengthCategory,categorical,1231120,0.0,,,,,,,,4,"{1: 52.9, 2: 39.6, 0: 4.3, 3: 3.2}"
NEXT_FIX_INTEREST_AREA_INDEX,numeric,1231120,0.0,-1.0,64.0,327.16059685489637,324.0,588.0,739.0,192.61094265715053,741,
NEXT_SAC_DURATION,numeric,1231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_END_X,numeric,1231120,0.0,-86.7,0.0,481.7572397491715,265.1,1287.4,12374.9,664.5316047932017,31647,
NEXT_SAC_END_Y,numeric,1231120,0.0,-94.5,0.0,363.90462708753006,227.6,981.1,12779.000000000002,502.3868569407216,25778,
NEXT_SAC_START_X,numeric,1231120,0.0,0.0,0.0,481.5589040873351,264.2,1287.1,12373.9,664.6712410172039,31480,
NEXT_SAC_START_X_tmp,numeric,1231120,0.0,0.0,0.0,481.5589040873351,264.2,1287.1,12373.9,664.6712410172039,31480,
NEXT_SAC_START_Y,numeric,1231120,0.0,0.0,0.0,363.7062914256937,225.0,981.0999999999999,12778.000000000002,502.5153945409382,25560,
NEXT_SAC_START_Y_tmp,numeric,1231120,0.0,0.0,0.0,363.7062914256937,225.0,981.0999999999999,12778.000000000002,502.5153945409382,25560,
