column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
AbsDistance2Head,numeric,155327,5.2,0.0,1.0,2.2055791974350885,1.0,4.0,48.0,2.575038736048215,41,
CURRENT_FIX_DURATION,numeric,163910,0.0,1.0,98.0,174.95244341406868,160.0,268.0,2426.0,74.94737589694437,727,
CURRENT_FIX_INDEX,numeric,163910,0.0,1.0,7.0,48.281026172899765,35.0,103.0,556.0,48.41384546919095,556,
CURRENT_FIX_INTEREST_AREA_INDEX,numeric,163910,0.0,-1.0,2.0,38.615349887133185,29.0,91.0,147.0,34.822011776051404,148,
CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,numeric,163910,0.0,0.0,0.0,0.05238850588737722,0.0,0.0,1.0,0.22280990375954668,2,"{0: 94.8, 1: 5.2}"
CURRENT_FIX_PUPIL,numeric,163910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
CURRENT_FIX_X,numeric,163910,0.0,-1.0,2.0,38.615349887133185,29.0,91.0,147.0,34.822011776051404,148,
CURRENT_FIX_Y,numeric,163910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
FD,numeric,155327,5.2,0.0,103.0,178.51519053351961,165.0,272.0,1043.0,74.23553924673473,622,
FFD,numeric,155327,5.2,0.0,0.0,62.22614870563392,0.0,222.0,1043.0,99.16838722263562,547,
FPF,numeric,155327,5.2,0.0,0.0,0.32903487481249233,0.0,1.0,1.0,0.4698641796400076,2,"{0.0: 67.1, 1.0: 32.9}"
FPRT,numeric,155327,5.2,0.0,0.0,77.34086797530371,0.0,256.0,1848.0,140.90181595288772,801,
FPReg,numeric,155327,5.2,0.0,0.0,0.14839017041467356,0.0,1.0,1.0,0.3554874699923433,2,"{0.0: 85.2, 1.0: 14.8}"
FRT,numeric,155327,5.2,0.0,107.0,217.2167491807606,183.0,357.0,3522.0,146.16934183576717,951,
Fix,numeric,155327,5.2,0.0,1.0,0.9952358572559825,1.0,1.0,1.0,0.0688583779485233,2,"{1.0: 99.5, 0.0: 0.5}"
IA_BOTTOM,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_DWELL_TIME,numeric,155327,5.2,0.0,103.0,178.51519053351961,165.0,272.0,1043.0,74.23553924673473,622,
IA_DWELL_TIME_%,numeric,155327,5.2,0.0,0.010668651532067981,0.027665688203428462,0.023134002618943692,0.04991769182108599,0.4358974358974359,0.018498647879302162,74520,
IA_FIRST_FIXATION_DURATION,numeric,155327,5.2,0.0,0.0,62.22614870563392,0.0,222.0,1043.0,99.16838722263562,547,
IA_FIRST_FIXATION_VISITED_IA_COUNT,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_FIRST_FIX_PROGRESSIVE,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_FIRST_RUN_DWELL_TIME,numeric,155327,5.2,0.0,0.0,77.34086797530371,0.0,256.0,1848.0,140.90181595288772,801,
IA_FIRST_RUN_FIXATION_COUNT,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_FIRST_RUN_FIXATION_DURATION,numeric,155327,5.2,0.0,0.0,77.34086797530371,0.0,256.0,1848.0,140.90181595288772,801,
IA_FIXATION_%,numeric,155327,5.2,0.0,0.01098901098901099,0.03844973404869553,0.028735632183908046,0.07692307692307693,0.375,0.03218233599642437,1162,
IA_FIXATION_COUNT,numeric,155327,5.2,0.0,1.0,2.7704584521686506,2.0,5.0,28.0,2.4307886395318303,29,
IA_LABEL,categorical,163910,0.0,,,,,,,,10592,
IA_LAST_FIXATION_DURATION,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_LAST_RUN_DWELL_TIME,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_LAST_RUN_FIXATION_COUNT,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_LEFT,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_REGRESSION_IN_COUNT,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_REGRESSION_IN_COUNT_sum,numeric,163910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_REGRESSION_OUT_COUNT,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_REGRESSION_OUT_FULL_COUNT,numeric,155327,5.2,0.0,0.0,0.8155504194377023,1.0,2.0,19.0,1.059359722303285,14,"{0.0: 46.4, 1.0: 35.9, 2.0: 11.7, 3.0: 3.8, 4.0: 1.4, 5.0: 0.5, 6.0: 0.2, 7.0: 0.1, 10.0: 0.1, 8.0: 0.1, 13.0: 0.0, 19.0: 0.0, 11.0: 0.0, 12.0: 0.0}"
IA_REGRESSION_PATH_DURATION,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_RIGHT,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_RUN_COUNT,numeric,155327,5.2,0.0,1.0,2.7704584521686506,2.0,5.0,28.0,2.4307886395318303,29,
IA_SELECTIVE_REGRESSION_PATH_DURATION,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
IA_SINGLE_FIXATION_DURATION,numeric,155327,5.2,0.0,0.0,49.605406658211386,0.0,202.0,1043.0,91.54478572557045,526,
IA_SKIP,numeric,155327,5.2,0.0,1.0,0.9952358572559825,1.0,1.0,1.0,0.0688583779485233,2,"{1.0: 99.5, 0.0: 0.5}"
IA_TOP,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
LengthCategory,categorical,155327,5.2,,,,,,,,4,"{2: 60.9, 1: 31.2, 3: 7.0, 0: 0.9}"
NEXT_FIX_ANGLE,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
NEXT_FIX_DISTANCE,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
NEXT_FIX_INTEREST_AREA_INDEX,numeric,163910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_AMPLITUDE,numeric,163910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_ANGLE,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
NEXT_SAC_AVG_VELOCITY,numeric,163910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_DURATION,numeric,163910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_END_X,numeric,155327,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0.0: 100.0}
