column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
AbsDistance2Head,numeric,1645,99.8,0.0,1.0,2.188449848024316,1.0,4.600000000000136,22.0,2.3811890223256276,21,
CURRENT_FIX_INTEREST_AREA_INDEX,numeric,658820,0.0,1.0,14.0,71.97282717585988,70.0,133.0,187.0,43.92679429699378,187,
CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_BOTTOM,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_DWELL_TIME,numeric,499328,24.2,1.0,153.0,391.1192422615996,292.0,726.0,13391.0,334.3435518599922,3439,
IA_DWELL_TIME_%,numeric,499328,24.2,2.783499415465123e-05,0.003638850249612941,0.009552839015637016,0.007832559308261775,0.017298550395312896,0.2281494950487751,0.0067540982177496265,431022,
IA_FIRST_FIXATION_DURATION,numeric,499328,24.2,1.0,129.0,229.219917569213,211.0,347.0,10553.0,105.68516159288552,1257,
IA_FIRST_FIXATION_VISITED_IA_COUNT,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_FIRST_FIX_PROGRESSIVE,numeric,658820,0.0,0.0,0.0,0.5710801129291764,1.0,1.0,1.0,0.49492220534546894,2,"{1: 57.1, 0: 42.9}"
IA_FIRST_RUN_DWELL_TIME,numeric,499328,24.2,1.0,137.0,284.17979364265574,238.0,472.0,10553.0,188.84668272792874,2270,
IA_FIRST_RUN_FIXATION_COUNT,numeric,499328,24.2,1.0,1.0,1.2523832030248654,1.0,2.0,23.0,0.6080410865812932,19,
IA_FIRST_RUN_LANDING_POSITION,numeric,499328,24.2,0.0,0.0,5.910925884388618,2.0,7.0,239.9,14.853408277432697,1568,
IA_FIRST_RUN_LAUNCH_SITE,numeric,494424,25.0,-1120.0,-6.0,-4.7946135300875365,5.0,13.0,1003.8,93.05144074161674,6690,
IA_FIXATION_%,numeric,499328,24.2,0.0012531328320802004,0.0043859649122807015,0.009552839015637016,0.00784313725490196,0.016853932584269662,0.1853932584269663,0.006011072543314585,2774,
IA_FIXATION_COUNT,numeric,499328,24.2,1.0,1.0,1.730962413483722,1.0,3.0,46.0,1.268308022547469,35,
IA_ID,numeric,658820,0.0,1.0,14.0,71.97282717585988,70.0,133.0,187.0,43.92679429699378,187,
IA_LABEL,categorical,658820,0.0,,,,,,,,806,
IA_LAST_FIXATION_DURATION,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_LAST_RUN_DWELL_TIME,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_LAST_RUN_FIXATION_COUNT,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_LEFT,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_REGRESSION_IN,numeric,499328,24.2,0.0,0.0,0.23085026275314022,0.0,1.0,1.0,0.4213772354261864,2,"{0.0: 76.9, 1.0: 23.1}"
IA_REGRESSION_IN_COUNT,numeric,499328,24.2,0.0,0.0,0.23085026275314022,0.0,1.0,1.0,0.4213772354261864,2,"{0.0: 76.9, 1.0: 23.1}"
IA_REGRESSION_OUT,numeric,499328,24.2,0.0,0.0,0.22322401307357087,0.0,1.0,1.0,0.41640773325962127,2,"{0.0: 77.7, 1.0: 22.3}"
IA_REGRESSION_OUT_COUNT,numeric,499328,24.2,0.0,0.0,0.22322401307357087,0.0,1.0,1.0,0.41640773325962127,2,"{0.0: 77.7, 1.0: 22.3}"
IA_REGRESSION_OUT_FULL_COUNT,numeric,499328,24.2,0.0,0.0,0.22322401307357087,0.0,1.0,1.0,0.41640773325962127,2,"{0.0: 77.7, 1.0: 22.3}"
IA_REGRESSION_PATH_DURATION,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_RIGHT,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
IA_RUN_COUNT,numeric,499328,24.2,1.0,1.0,1.3801288932325044,1.0,2.0,17.0,0.7432562144510425,15,"{1.0: 72.5, 2.0: 20.3, 3.0: 5.0, 4.0: 1.4, 5.0: 0.5, 6.0: 0.2, 7.0: 0.1, 8.0: 0.0, 9.0: 0.0, 10.0: 0.0, 11.0: 0.0, 12.0: 0.0, 14.0: 0.0, 13.0: 0.0, 17.0: 0.0}"
IA_SELECTIVE_REGRESSION_PATH_DURATION,numeric,458339,30.4,0.0,0.0,248.4513427833983,219.0,498.0,10893.0,241.26391024394366,2407,
IA_SKIP,numeric,658820,0.0,0.0,0.0,0.24208736832518746,0.0,1.0,1.0,0.4283472340549739,2,"{0.0: 75.8, 1.0: 24.2}"
IA_TOP,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
LengthCategory,categorical,658820,0.0,,,,,,,,4,"{1: 48.2, 2: 45.2, 3: 4.2, 0: 2.4}"
NEXT_FIX_INTEREST_AREA_INDEX,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_AMPLITUDE,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_AVG_VELOCITY,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_DURATION,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_END_X,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_END_Y,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_START_X,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
NEXT_SAC_START_Y,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
PARAGRAPH_RT,numeric,658820,0.0,10734668.0,12849525.0,16772167.745106403,15694051.0,20080133.0,20080133.0,2840949.852661687,12,"{20080133.0: 11.5, 19728251.0: 10.6, 19075177.0: 9.9, 15694051.0: 8.8, 19669975.0: 8.7, 18127238.0: 8.1, 15263254.0: 7.9, 15106903.0: 7.6, 13809346.0: 7.3, 15158268.0: 7.1, 12849525.0: 6.6, 10734668.0: 5.9}"
Relationship,categorical,1645,99.8,,,,,,,,39,
TAG,categorical,1645,99.8,,,,,,,,30,
TOWRE_nonword,numeric,606626,7.9,0.0,32.0,49.79493625396867,53.0,62.0,63.0,11.511921069105476,51,
TOWRE_word,numeric,606626,7.9,25.0,60.0,80.51537850339419,83.0,99.0,104.0,16.546014068407345,74,
TRIAL_IA_COUNT,numeric,658820,0.0,98.0,107.0,142.94565435171975,142.0,187.0,187.0,26.0876789630412,18,
Token,categorical,1645,99.8,,,,,,,,788,
Token_idx,numeric,1645,99.8,0.0,13.0,70.44072948328268,68.0,131.0,184.0,43.616356331237895,185,
Word,categorical,1645,99.8,,,,,,,,788,
Word_idx,numeric,1645,99.8,1.0,14.0,71.44072948328268,69.0,132.0,185.0,43.616356331237895,185,
blink,numeric,611481,7.2,0.0,0.0,0.0899799012561306,0.0,0.0,1.0,0.2861531976694419,2,"{0.0: 91.0, 1.0: 9.0}"
cft20,numeric,608121,7.7,2.0,7.0,9.34498233081903,10.0,12.0,15.0,1.9473994670664345,14,"{10.0: 22.5, 9.0: 17.5, 11.0: 16.8, 8.0: 12.2, 12.0: 10.2, 7.0: 10.1, 6.0: 6.4, 13.0: 1.2, 5.0: 1.2, 14.0: 0.8, 4.0: 0.5, 3.0: 0.4, 15.0: 0.2, 2.0: 0.2}"
cond,numeric,658820,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,{1.0: 100.0}
distance_to_head,numeric,1645,99.8,-22.0,-3.0,-0.19939209726443768,0.0,3.0,18.0,3.228390576270867,35,
end_of_line,numeric,658820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
entity_type,categorical,73,100.0,,,,,,,,9,"{'DATE': 28.8, 'PERSON': 17.8, 'TIME': 13.7, 'CARDINAL': 9.6, 'ORG': 8.2, 'ORDINAL': 8.2, 'GPE': 6.8, 'FAC': 5.5, 'NORP': 1.4}"
firstfix.cland,numeric,462754,29.8,-8.0,-3.0,-0.7986521996568371,-0.5,1.5,7.0,1.8363901547361126,31,
firstfix.sac.in,numeric,458205,30.5,-144.0,-7.0,0.29071267227550984,7.0,13.0,135.0,25.61583743604115,252,
firstfix.sac.out,numeric,461126,30.0,-142.0,-8.0,-0.3109475501272971,5.0,11.0,135.0,22.148956896947315,255,
firstrun.gopast,numeric,458339,30.4,0.0,0.0,359.1684866441651,236.0,665.0,94187.0,976.8351691603001,5853,
firstrun.gopast.sel,numeric,458339,30.4,0.0,0.0,248.4513427833983,219.0,498.0,10893.0,241.26391024394366,2407,
firstrun.refix,numeric,499328,24.2,0.0,0.0,0.19489193476031788,0.0,1.0,1.0,0.3961178899858014,2,"{0.0: 80.5, 1.0: 19.5}"
firstrun.reg.in,numeric,462754,29.8,0.0,0.0,0.11034588571897812,0.0,1.0,1.0,0.3133207356153964,2,"{0.0: 89.0, 1.0: 11.0}"
firstrun.reg.out,numeric,462754,29.8,0.0,0.0,0.19640024721558322,0.0,1.0,1.0,0.39727513283699223,2,"{0.0: 80.4, 1.0: 19.6}"
firstrun.skip,numeric,658820,0.0,0.0,0.0,0.42045019884035095,0.0,1.0,1.0,0.4936316430264874,2,"{0.0: 58.0, 1.0: 42.0}"
gpt2_surprisal,numeric,1645,99.8,0.000739539333153516,0.4199162423610687,3.4666662216186523,2.8083670139312744,7.17411470413208,45.73716735839844,3.0719010829925537,1643,
head_direction,categorical,1645,99.8,,,,,,,,3,"{'RIGHT': 49.2, 'LEFT': 45.2, 'SELF': 5.5}"
head_word_index,numeric,1645,99.8,1.0,15.0,71.24133738601823,68.0,132.0,185.0,43.490673476913614,172,
is_content_word,numeric,1645,99.8,0.0,0.0,0.5580547112462007,1.0,1.0,1.0,0.49676923066722384,2,"{np.int64(1): 55.8, np.int64(0): 44.2}"
itemid,numeric,658820,0.0,1.0,2.0,6.412605871102881,6.0,11.0,12.0,3.359808482533326,12,"{5: 11.5, 7: 10.6, 1: 9.9, 6: 8.8, 4: 8.7, 12: 8.1, 8: 7.9, 10: 7.6, 9: 7.3, 11: 7.1, 3: 6.6, 2: 5.9}"
lang_x,categorical,658820,0.0,,,,,,,,15,"{'hi_iiith': 10.4, 'en_uk': 9.7, 'ge_zu': 8.8, 'ru_mo': 7.7, 'sp_ch': 7.3, 'ch_s': 7.2, 'ge_po': 7.0, 'se': 7.0, 'hi_iitk': 6.8, 'ch_t': 6.8, 'ic': 6.4, 'ba': 6.2, 'da': 3.8, 'no': 2.8, 'tr': 2.1}"
lang_y,categorical,658820,0.0,,,,,,,,15,"{'hi_iiith': 10.4, 'en_uk': 9.7, 'ge_zu': 8.8, 'ru_mo': 7.7, 'sp_ch': 7.3, 'ch_s': 7.2, 'ge_po': 7.0, 'se': 7.0, 'hi_iitk': 6.8, 'ch_t': 6.8, 'ic': 6.4, 'ba': 6.2, 'da': 3.8, 'no': 2.8, 'tr': 2.1}"
left_dependents_count,numeric,1645,99.8,0.0,0.0,0.49240121580547114,0.0,2.0,6.0,0.8660798412864171,7,"{0.0: 67.8, 1.0: 20.7, 2.0: 7.6, 3.0: 2.4, 4.0: 1.2, 5.0: 0.2, 6.0: 0.1}"
lextale,numeric,658820,0.0,41.25,60.0,77.7031165568744,78.75,95.0,100.0,12.842173126269639,53,
motiv,numeric,646558,1.9,2.3,3.1,3.5600830861268435,3.6,4.0,4.4,0.3709234270937622,21,
normalized_ID,numeric,658820,0.0,0.0,0.06989247311827956,0.3815743396551606,0.3709677419354839,0.7096774193548387,1.0,0.2361655607365257,187,
