column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
blink,numeric,979570,4.6,0.0,0.0,0.10162724460732771,0.0,1.0,1.0,0.3021576425712847,2,"{0.0: 89.8, 1.0: 10.2}"
cond,numeric,1026316,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,{1.0: 100.0}
dur,numeric,733163,28.6,1.0,156.0,453.4797377936421,324.0,872.0,36140.0,448.401168940525,4744,
firstfix.cland,numeric,733163,28.6,-15.5,-3.5,-1.0453589447367093,-1.0,1.0,11.0,1.8926761608281137,53,
firstfix.dur,numeric,733163,28.6,1.0,127.0,236.5485546870205,211.0,368.0,6443.0,124.80649539247126,1707,
firstfix.land,numeric,733163,28.6,0.0,0.0,2.2958782699072375,2.0,5.0,26.0,2.054433618271195,24,
firstfix.launch,numeric,727371,29.1,-118.0,-6.0,-1.4540571455282105,4.0,10.0,110.0,23.23987092258887,227,
firstfix.sac.in,numeric,727371,29.1,-120.0,-8.0,-0.04354449105064678,6.0,13.0,111.0,24.610832189285478,230,
firstfix.sac.out,numeric,731470,28.7,-120.0,-8.0,-0.73516480511846,4.0,11.0,108.0,20.608887049826258,228,
firstpass.dur,categorical,46746,95.4,,,,,,,,11194,
firstpass.forward.dur,categorical,46746,95.4,,,,,,,,7074,
firstpass.forward.nfix,categorical,46746,95.4,,,,,,,,59,
firstpass.nfix,categorical,46746,95.4,,,,,,,,129,
firstpass.reread.dur,categorical,46746,95.4,,,,,,,,6167,
firstpass.reread.nfix,categorical,46746,95.4,,,,,,,,89,
firstrun.dur,numeric,733163,28.6,1.0,136.0,307.00642149153737,242.0,525.0,13905.0,254.76139527794538,3306,
firstrun.gopast,numeric,728172,29.0,0.0,0.0,421.46875463489397,228.0,776.0,205016.0,1727.511307724745,8567,
firstrun.gopast.sel,numeric,728172,29.0,0.0,0.0,254.8962497871382,207.0,550.0,13905.0,307.8492286881669,3403,
firstrun.nfix,numeric,733163,28.6,1.0,1.0,1.2953681514206254,1.0,2.0,40.0,0.7164134889521884,26,
firstrun.refix,numeric,733161,28.6,0.0,0.0,0.20918188501570598,0.0,1.0,1.0,0.4067247836432134,2,"{0.0: 79.1, 1.0: 20.9}"
firstrun.reg.in,categorical,779909,24.0,,,,,,,,5,"{0.0: 82.2, 1.0: 11.8, '1': 4.5, '0': 1.5, 'NA': 0.0}"
firstrun.reg.out,categorical,779909,24.0,,,,,,,,5,"{0.0: 72.4, 1.0: 21.6, '1': 4.0, '0': 1.9, 'NA': 0.0}"
firstrun.skip,categorical,1026316,0.0,,,,,,,,5,"{0.0: 50.4, 1.0: 45.1, '0': 4.2, '1': 0.3, 'NA': 0.0}"
gopast,categorical,46746,95.4,,,,,,,,12575,
gopast.sel,categorical,46746,95.4,,,,,,,,10939,
itemid,categorical,1026316,0.0,,,,,,,,27,
lang,categorical,1026316,0.0,,,,,,,,27,
lookback.dur,categorical,46746,95.4,,,,,,,,5466,
lookback.nfix,categorical,46746,95.4,,,,,,,,112,
lookfrom.dur,categorical,46746,95.4,,,,,,,,4194,
lookfrom.nfix,categorical,46746,95.4,,,,,,,,89,
nfix,numeric,733163,28.6,1.0,1.0,1.9126210678934972,1.0,3.0,65.0,1.4901072301362985,44,
nrun,categorical,779909,24.0,,,,,,,,40,
rate,categorical,46746,95.4,,,,,,,,1083,
refix,numeric,733163,28.6,-inf,0.0,-inf,0.0,1.0,1.0,,3,"{0.0: 73.7, 1.0: 26.3, -inf: 0.0}"
reg.in,categorical,779909,24.0,,,,,,,,5,"{0.0: 68.8, 1.0: 25.2, '1': 5.6, '0': 0.4, 'NA': 0.0}"
reg.out,categorical,779909,24.0,,,,,,,,5,"{0.0: 68.5, 1.0: 25.5, '1': 5.7, '0': 0.3, 'NA': 0.0}"
reread,categorical,779909,24.0,,,,,,,,5,"{0.0: 63.3, 1.0: 30.7, '1': 3.1, '0': 2.8, 'NA': 0.0}"
sent,categorical,46746,95.4,,,,,,,,1271,
sent.nwords,categorical,46746,95.4,,,,,,,,50,
sentnum,numeric,1026316,0.0,1.0,1.0,4.906922429349245,5.0,8.0,16.0,2.635963758202228,16,
singlefix,numeric,979570,4.6,0.0,0.0,0.5885265984054228,1.0,1.0,1.0,0.49210089269237545,2,"{1.0: 58.9, 0.0: 41.1}"
singlefix.cland,numeric,576503,43.8,-14.5,-3.0,-0.8580302270760083,-0.5,1.0,11.0,1.6562826094169112,47,
singlefix.dur,numeric,576503,43.8,1.0,127.0,235.8236366506332,212.0,366.0,6443.0,119.41904326163717,1528,
singlefix.land,numeric,576503,43.8,0.0,0.0,2.1882158462315027,2.0,5.0,26.0,1.88522587281597,23,
singlefix.launch,numeric,572310,44.2,-118.0,-5.0,-0.7812758819520889,4.0,10.0,110.0,21.817424251389696,226,
singlefix.sac.in,numeric,572310,44.2,-120.0,-7.0,0.6251786619139976,6.0,13.0,111.0,23.086515549739016,229,
singlefix.sac.out,numeric,574829,44.0,-120.0,-10.0,-1.1733176301126074,5.0,12.0,108.0,23.102772115269996,228,
skip,numeric,1026316,0.0,0.0,0.0,0.2402281558506347,0.0,1.0,1.0,0.42722215160967464,2,"{0.0: 76.0, 1.0: 24.0}"
subid,categorical,1026316,0.0,,,,,,,,1234,
supplementary_id,categorical,46746,95.4,,,,,,,,578,
tmp,categorical,46746,95.4,,,,,,,,5240,
total.dur,categorical,46746,95.4,,,,,,,,12047,
total.nfix,categorical,46746,95.4,,,,,,,,153,
trial,numeric,0,100.0,,,,,,,,0,{}
trialid,numeric,1026316,0.0,1.0,2.0,6.283841428955604,6.0,11.0,12.0,3.438059469243679,12,"{7.0: 9.8, 3.0: 9.5, 1.0: 9.1, 4.0: 9.0, 2.0: 8.6, 10.0: 8.4, 9.0: 8.1, 5.0: 7.9, 6.0: 7.6, 12.0: 7.4, 11.0: 7.3, 8.0: 7.1}"
trialnum,numeric,979570,4.6,1.0,3.0,7.192289473952857,7.0,12.0,13.0,3.453114004988035,13,"{8.0: 9.9, 4.0: 9.5, 2.0: 9.2, 5.0: 9.0, 3.0: 8.7, 11.0: 8.2, 10.0: 7.9, 6.0: 7.8, 7.0: 7.7, 12.0: 7.4, 9.0: 7.1, 13.0: 6.8, 1.0: 0.7}"
uniform_id,categorical,1026316,0.0,,,,,,,,1234,
word,categorical,979570,4.6,,,,,,,,14147,
wordnum,numeric,979570,4.6,1.0,18.0,89.52606347683167,88.0,162.0,243.0,53.49849738046284,243,
