column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
IA_DWELL_TIME,numeric,1055203,0.0,0.0,0.0,201.72282868793965,158.0,485.0,16729.0,254.6868973256602,2891,
IA_DWELL_TIME_%,numeric,1055203,0.0,0.0,0.0,0.009092336545669412,0.0068,0.0222,0.2672,0.01090501985669122,1263,
IA_FIRST_FIXATION_DURATION,numeric,1055203,0.0,0.0,0.0,125.10220971699285,139.0,263.0,6361.0,116.6040479273901,1134,
IA_FIRST_FIXATION_VISITED_IA_COUNT,numeric,1055203,0.0,0.0,0.0,24.22160001440481,15.0,65.0,141.0,27.252362373713254,142,
IA_FIRST_FIX_PROGRESSIVE,numeric,1055203,0.0,0.0,0.0,0.4529355962786307,0.0,1.0,1.0,0.49778024943205024,2,"{0: 54.7, 1: 45.3}"
IA_FIRST_RUN_DWELL_TIME,numeric,1055203,0.0,0.0,0.0,139.51590547032183,144.0,300.0,7166.0,143.9225783204334,1686,
IA_FIRST_RUN_FIXATION_COUNT,numeric,1055203,0.0,0.0,0.0,0.7206528032994599,1.0,1.0,17.0,0.6217292068279998,16,
IA_FIRST_RUN_LANDING_POSITION,numeric,677259,35.8,0.0,10.4,57.347989764624764,50.9,112.3,437.5,40.49462136259335,2687,
IA_FIXATION_%,numeric,1055203,0.0,0.0,0.0,0.00907798072977427,0.0077,0.0214,0.1771,0.010014041949588002,862,
IA_FIXATION_COUNT,numeric,1055203,0.0,0.0,0.0,1.0410347582408315,1.0,2.0,43.0,1.1651759636420438,29,
IA_ID,numeric,1055203,0.0,0.0,10.0,57.44166762224899,54.0,110.0,164.0,37.03388817577771,165,
IA_LAST_FIXATION_DURATION,numeric,1055203,0.0,0.0,0.0,122.18477013427749,136.0,258.0,6361.0,114.66403755502056,1115,
IA_LAST_RUN_DWELL_TIME,numeric,1055203,0.0,0.0,0.0,136.5699225646629,142.0,293.0,8062.0,139.91324923894206,1606,
IA_LAST_RUN_FIXATION_COUNT,numeric,1055203,0.0,0.0,0.0,0.7138237855654315,1.0,1.0,17.0,0.6100105329108373,15,"{1: 57.8, 0: 35.8, 2: 5.7, 3: 0.5, 4: 0.1, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 14: 0.0, 10: 0.0, 17: 0.0, 16: 0.0, 13: 0.0}"
IA_LAST_RUN_LANDING_POSITION,numeric,677259,35.8,0.0,11.3,60.378153852514316,53.6,117.9,397.5,42.318808107454274,2840,
IA_LEFT,numeric,1055203,0.0,358.0,472.0,1172.5242915344252,1156.0,1878.0,2144.0,511.56772862583347,96,
IA_REGRESSION_IN_COUNT,numeric,1055203,0.0,0.0,0.0,0.2274206953543536,0.0,1.0,13.0,0.5213242519010172,14,"{0: 81.0, 1: 16.0, 2: 2.4, 3: 0.4, 4: 0.1, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 12: 0.0, 13: 0.0, 11: 0.0}"
IA_REGRESSION_OUT_COUNT,numeric,1055203,0.0,0.0,0.0,0.12231674853085141,0.0,1.0,7.0,0.3567679936136702,8,"{0: 88.7, 1: 10.5, 2: 0.7, 3: 0.1, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}"
IA_REGRESSION_OUT_FULL_COUNT,numeric,1055203,0.0,0.0,0.0,0.2274206953543536,0.0,1.0,12.0,0.5118323187201472,12,"{0: 80.7, 1: 16.4, 2: 2.4, 3: 0.4, 4: 0.1, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 10: 0.0, 11: 0.0, 12: 0.0}"
IA_REGRESSION_PATH_DURATION,numeric,1055203,0.0,0.0,0.0,275.4029224708421,161.0,518.0,99087.0,825.0109543752704,8216,
IA_RUN_COUNT,numeric,1055203,0.0,0.0,0.0,0.9277380750433802,1.0,2.0,21.0,0.9583820388844322,19,
IA_SELECTIVE_REGRESSION_PATH_DURATION,numeric,1055203,0.0,0.0,0.0,151.5857707000454,148.0,334.0,7166.0,164.5256099553965,1928,
IA_SKIP,numeric,1055203,0.0,0.0,0.0,0.5470644037213692,1.0,1.0,1.0,0.49778024943205024,2,"{1: 54.7, 0: 45.3}"
IA_TOP,numeric,1055203,0.0,153.0,153.0,508.3096446844825,492.0,834.0,1290.0,264.3281256909162,29,
LengthCategory,categorical,1055203,0.0,,,,,,,,4,"{1: 51.2, 2: 42.3, 3: 3.4, 0: 3.1}"
PARAGRAPH_RT,numeric,1055203,0.0,5047.0,14034.0,29036.365544828815,26267.0,47348.40000000014,231809.0,14447.76390971945,8643,
TRIAL_IA_COUNT,numeric,1055203,0.0,50.0,79.0,115.88333524449799,118.0,153.0,165.0,27.52338264152732,104,
article_batch,numeric,1055203,0.0,1.0,1.0,2.02377931071083,2.0,3.0,3.0,0.8207967696771028,3,"{3: 34.9, 2: 32.6, 1: 32.5}"
article_id,numeric,1055203,0.0,1.0,1.0,5.510847675755281,6.0,10.0,10.0,2.9138654443801655,10,"{7: 11.9, 1: 10.9, 8: 10.5, 10: 10.4, 2: 10.1, 4: 10.1, 9: 9.5, 3: 9.4, 5: 8.9, 6: 8.3}"
difficulty_level,numeric,1055203,0.0,0.0,0.0,0.5525486565144337,1.0,1.0,1.0,0.4972312067872314,2,"{1: 55.3, 0: 44.7}"
distance_to_head,numeric,1055203,0.0,-42.0,-3.0,-0.25118863384580975,0.0,2.0,35.0,3.5082200101658034,66,
end_of_line,boolean,1055203,0.0,,,,,,,,2,"{False: 93.3, True: 6.7}"
entity_type,categorical,142380,86.5,,,,,,,,18,
gpt2_surprisal,numeric,1055203,0.0,0.000120751719805412,0.6117662191390991,4.157810940022637,3.3544983863830566,8.471636772155762,42.688316345214844,3.523736892381571,35348,
head_direction,numeric,1055203,0.0,0.0,0.0,0.48575866444655674,0.0,1.0,1.0,0.4997973800360605,2,"{0: 51.4, 1: 48.6}"
is_content_word,numeric,1055203,0.0,0.0,0.0,0.5395303083861589,1.0,1.0,1.0,0.4984351413769498,2,"{np.int64(1): 54.0, np.int64(0): 46.0}"
is_correct,numeric,1055203,0.0,0.0,0.0,0.8104241553520981,1.0,1.0,1.0,0.39196554615603485,2,"{1: 81.0, 0: 19.0}"
left_dependents_count,numeric,1055203,0.0,0.0,0.0,0.48575866444655674,0.0,2.0,6.0,0.8242287844434858,7,"{0: 67.8, 1: 20.1, 2: 8.6, 3: 2.8, 4: 0.6, 5: 0.1, 6: 0.0}"
list_number,numeric,1055203,0.0,1.0,6.0,30.500371966342023,30.0,55.0,60.0,17.319077846460292,60,
normalized_ID,numeric,1055203,0.0,0.0,0.0963855421686747,0.5,0.5,0.9036144578313253,1.0,0.29134811949285006,8051,
paragraph,categorical,1055203,0.0,,,,,,,,339,
paragraph_id,numeric,1055203,0.0,1.0,1.0,3.2866254170998377,3.0,6.0,7.0,1.6799110367520793,7,"{4: 19.7, 2: 19.0, 1: 18.4, 3: 17.4, 5: 14.4, 6: 8.0, 7: 3.1}"
participant_id,categorical,1055203,0.0,,,,,,,,180,
practice_trial,numeric,1055203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
ptb_pos,numeric,1055203,0.0,0.0,0.0,0.9056105791966096,1.0,3.0,4.0,1.0272503465327718,5,"{0: 46.0, 1: 29.3, 2: 12.8, 3: 11.8, 4: 0.0}"
question,categorical,1055203,0.0,,,,,,,,486,
question_preview,boolean,1055203,0.0,,,,,,,,1,{False: 100.0}
repeated_reading_trial,numeric,1055203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,{0: 100.0}
right_dependents_count,numeric,1055203,0.0,0.0,0.0,0.4611084312686753,0.0,1.0,6.0,0.7340092248016704,7,"{0: 64.7, 1: 27.4, 2: 5.6, 3: 1.8, 4: 0.4, 5: 0.1, 6: 0.0}"
start_of_line,boolean,1055203,0.0,,,,,,,,2,"{False: 93.3, True: 6.7}"
total_skip,boolean,1055203,0.0,,,,,,,,2,"{False: 64.2, True: 35.8}"
unique_paragraph_id,categorical,1055203,0.0,,,,,,,,324,
unique_trial_id,categorical,1055203,0.0,,,,,,,,9718,
universal_pos,categorical,1055203,0.0,,,,,,,,17,
word_length,numeric,1055203,0.0,1.0,2.0,4.819979662681019,4.0,8.0,24.0,2.60690932285717,21,
wordfreq_frequency,numeric,1055203,0.0,4.218934101564037,5.282087830355572,11.134680770160726,10.59617821463025,16.874985040957807,36.541209043760986,5.325047011570283,721,
