column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
IA_DWELL_TIME,numeric,863389,0.0,0.0,0.0,394.1923200318744,279.0,885.0,23374.0,453.4301676628579,4450,
IA_DWELL_TIME_%,numeric,863389,0.0,0.0,0.0,0.009111199934212735,0.0071,0.0202,0.2866,0.00950420475487192,1148,
IA_FIRST_FIXATION_DURATION,numeric,863389,0.0,0.0,0.0,185.0655382452174,188.0,340.0,8479.0,137.71703330667114,1360,
IA_FIRST_FIXATION_VISITED_IA_COUNT,numeric,863389,0.0,0.0,0.0,36.17700943607111,31.0,83.0,153.0,32.56892701246222,154,
IA_FIRST_FIX_PROGRESSIVE,numeric,863389,0.0,0.0,0.0,0.5701462492572873,1.0,1.0,1.0,0.49505533788964806,2,"{1: 57.0, 0: 43.0}"
IA_FIRST_RUN_DWELL_TIME,numeric,863389,0.0,0.0,0.0,232.26230818321753,209.0,456.0,17026.0,218.65028068502625,2593,
IA_FIRST_RUN_FIXATION_COUNT,numeric,863389,0.0,0.0,0.0,1.0069655740344154,1.0,2.0,26.0,0.7817049263202105,23,
IA_FIRST_RUN_LANDING_POSITION,numeric,683406,20.8,0.0,9.9,50.84374105582919,46.2,96.2,423.9,34.810129253988634,2497,
IA_FIXATION_%,numeric,863389,0.0,0.0,0.0,0.009093261322532485,0.0073,0.0198,0.2941,0.008804446404618416,937,
IA_FIXATION_COUNT,numeric,863389,0.0,0.0,0.0,1.7329674109816084,1.0,4.0,69.0,1.8063848974551393,44,
IA_ID,numeric,863389,0.0,0.0,10.0,57.192844708468606,54.0,110.0,164.0,36.89476225195436,165,
IA_LAST_FIXATION_DURATION,numeric,863389,0.0,0.0,0.0,176.7245123576974,180.0,326.0,8547.0,131.71269270392142,1299,
IA_LAST_RUN_DWELL_TIME,numeric,863389,0.0,0.0,0.0,220.13281846305662,201.0,428.0,17026.0,204.19403109986382,2443,
IA_LAST_RUN_FIXATION_COUNT,numeric,863389,0.0,0.0,0.0,0.9787326454240209,1.0,2.0,41.0,0.7390087539619564,23,
IA_LAST_RUN_LANDING_POSITION,numeric,683406,20.8,0.0,11.6,56.24267126715306,50.9,106.5,459.0,38.305858899635616,2782,
IA_LEFT,numeric,863389,0.0,358.0,472.0,1172.3212144236259,1156.0,1878.0,2144.0,511.7982839535256,96,
IA_REGRESSION_IN_COUNT,numeric,863389,0.0,0.0,0.0,0.32285910522371725,0.0,1.0,17.0,0.657715780103005,17,
IA_REGRESSION_OUT_COUNT,numeric,863389,0.0,0.0,0.0,0.15307931882384418,0.0,1.0,7.0,0.41188195770302477,8,"{0: 86.4, 1: 12.2, 2: 1.2, 3: 0.2, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}"
IA_REGRESSION_OUT_FULL_COUNT,numeric,863389,0.0,0.0,0.0,0.32285910522371725,0.0,1.0,17.0,0.6446767493229192,13,"{0: 74.9, 1: 19.6, 2: 4.1, 3: 0.9, 4: 0.3, 5: 0.1, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 17: 0.0, 13: 0.0}"
IA_REGRESSION_PATH_DURATION,numeric,863389,0.0,0.0,0.0,516.7733767745477,250.0,857.0,141241.0,1795.4272599162528,11930,
IA_RUN_COUNT,numeric,863389,0.0,0.0,0.0,1.3817873519352226,1.0,3.0,22.0,1.250524476086137,23,
IA_SELECTIVE_REGRESSION_PATH_DURATION,numeric,863389,0.0,0.0,0.0,264.826783755642,226.0,535.0,17026.0,262.2179331708667,2952,
IA_SKIP,numeric,863389,0.0,0.0,0.0,0.4298537507427127,0.0,1.0,1.0,0.49505533788964806,2,"{0: 57.0, 1: 43.0}"
IA_TOP,numeric,863389,0.0,153.0,153.0,506.1487243872692,492.0,834.0,1176.0,262.82987488949595,27,
LengthCategory,categorical,863389,0.0,,,,,,,,4,"{1: 51.2, 2: 42.3, 3: 3.4, 0: 3.1}"
MPT_grammar_score,numeric,863389,0.0,-1.0,19.0,24.992590825224784,27.0,29.0,30.0,5.397112401246516,18,
MPT_grammar_vocab_read,numeric,863389,0.0,-1.0,58.0,68.30359779890641,73.0,77.0,80.0,13.40660535958814,33,
