column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
blink,numeric,2981478,0.0,0.0,0.0,0.10042804273585114,0.0,1.0,1.0,0.30056992742001054,2,"{0.0: 90.0, 1.0: 10.0}"
cond,numeric,2981478,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,{1.0: 100.0}
dur,numeric,2981478,0.0,1.0,121.0,225.65504223073253,202.0,349.0,24934.0,120.2848806547367,2167,
fixid,numeric,2981478,0.0,1.0,25.0,141.66649359814159,123.0,274.0,1183.0,107.69174813757505,1183,
ia,categorical,2979611,0.1,,,,,,,,20326,
ia.cland,numeric,2979611,0.1,-14.5,-2.5,0.1666927327090684,0.0,3.0,15.5,2.297123553647105,61,
ia.firstskip,numeric,2981478,0.0,0.0,0.0,0.1492555034784761,0.0,1.0,1.0,0.35634020366627334,2,"{0.0: 85.1, 1.0: 14.9}"
ia.fix,numeric,2979611,0.1,1.0,1.0,2.0312178334688658,1.0,4.0,77.0,1.8318315088937416,77,
ia.land,numeric,2979611,0.1,1.0,1.0,4.24146104978133,4.0,8.0,31.0,2.8219207899602115,31,
ia.launch,numeric,2966050,0.5,-118.0,-7.0,-1.9980957839550917,2.0,9.0,110.0,20.332241888929797,228,
ia.refix,numeric,2981478,0.0,0.0,0.0,0.2222813651484264,0.0,1.0,1.0,0.4157792898140782,2,"{0.0: 77.8, 1.0: 22.2}"
ia.reg.in,numeric,2979611,0.1,0.0,0.0,0.16280145294134032,0.0,1.0,1.0,0.3691844872212411,2,"{0.0: 83.7, 1.0: 16.3}"
ia.reg.in.from,numeric,485085,83.7,2.0,16.0,85.99162414834514,82.0,161.0,243.0,53.88772165678355,242,
ia.reg.out,numeric,2979611,0.1,0.0,0.0,0.16280145294134032,0.0,1.0,1.0,0.36918448722124103,2,"{0.0: 83.7, 1.0: 16.3}"
ia.reg.out.to,numeric,485085,83.7,1.0,10.0,80.68194234000227,77.0,156.0,242.0,53.66597878597457,242,
ia.run,numeric,2979611,0.1,1.0,1.0,1.4841460848412762,1.0,3.0,20.0,0.8914089843740687,20,
