unique_paragraph_id,participant_id,unique_trial_id,lextale,regime
1.0,du_13,du_13_1.0,-1.0,train_train
1.0,du_20,du_20_1.0,-1.0,train_train
1.0,du_21,du_21_1.0,-1.0,train_train
1.0,du_22,du_22_1.0,-1.0,train_train
1.0,du_23,du_23_1.0,-1.0,train_train
1.0,du_29,du_29_1.0,-1.0,train_train
1.0,du_32,du_32_1.0,-1.0,train_train
1.0,du_33,du_33_1.0,-1.0,train_train
1.0,du_4,du_4_1.0,-1.0,train_train
1.0,du_41,du_41_1.0,-1.0,train_train
1.0,du_43,du_43_1.0,-1.0,train_train
1.0,du_47,du_47_1.0,-1.0,train_train
1.0,du_51,du_51_1.0,-1.0,train_train
1.0,du_53,du_53_1.0,-1.0,train_train
1.0,du_54,du_54_1.0,-1.0,train_train
1.0,du_56,du_56_1.0,-1.0,train_train
1.0,du_8,du_8_1.0,-1.0,train_train
1.0,en_26,en_26_1.0,93.75,train_train
1.0,en_28,en_28_1.0,93.75,train_train
1.0,en_3,en_3_1.0,75.0,train_train
1.0,en_37,en_37_1.0,90.0,train_train
1.0,en_39,en_39_1.0,88.75,train_train
1.0,en_52,en_52_1.0,81.25,train_train
1.0,en_55,en_55_1.0,96.25,train_train
1.0,en_6,en_6_1.0,87.5,train_train
1.0,en_61,en_61_1.0,100.0,train_train
1.0,en_72,en_72_1.0,98.75,train_train
1.0,en_74,en_74_1.0,97.5,train_train
1.0,en_79,en_79_1.0,91.25,train_train
1.0,en_82,en_82_1.0,92.5,train_train
1.0,en_83,en_83_1.0,87.5,train_train
1.0,en_86,en_86_1.0,97.5,train_train
1.0,en_90,en_90_1.0,96.25,train_train
1.0,en_91,en_91_1.0,91.25,train_train
1.0,en_93,en_93_1.0,91.25,train_train
1.0,en_97,en_97_1.0,85.0,train_train
1.0,en_98,en_98_1.0,92.5,train_train
1.0,en_uk_1,en_uk_1_1.0,-1.0,train_train
1.0,en_uk_16,en_uk_16_1.0,-1.0,train_train
1.0,en_uk_19,en_uk_19_1.0,-1.0,train_train
1.0,en_uk_2,en_uk_2_1.0,-1.0,train_train
1.0,en_uk_22,en_uk_22_1.0,-1.0,train_train
1.0,en_uk_24,en_uk_24_1.0,-1.0,train_train
1.0,en_uk_25,en_uk_25_1.0,-1.0,train_train
1.0,en_uk_27,en_uk_27_1.0,-1.0,train_train
1.0,en_uk_29,en_uk_29_1.0,-1.0,train_train
1.0,en_uk_32,en_uk_32_1.0,-1.0,train_train
1.0,en_uk_38,en_uk_38_1.0,-1.0,train_train
1.0,en_uk_41,en_uk_41_1.0,-1.0,train_train
1.0,en_uk_42,en_uk_42_1.0,-1.0,train_train
1.0,en_uk_47,en_uk_47_1.0,-1.0,train_train
1.0,en_uk_48,en_uk_48_1.0,-1.0,train_train
1.0,en_uk_49,en_uk_49_1.0,-1.0,train_train
1.0,en_uk_50,en_uk_50_1.0,-1.0,train_train
1.0,en_uk_51,en_uk_51_1.0,-1.0,train_train
1.0,en_uk_53,en_uk_53_1.0,-1.0,train_train
1.0,en_uk_56,en_uk_56_1.0,-1.0,train_train
1.0,en_uk_58,en_uk_58_1.0,-1.0,train_train
1.0,en_uk_59,en_uk_59_1.0,-1.0,train_train
1.0,en_uk_6,en_uk_6_1.0,-1.0,train_train
1.0,en_uk_60,en_uk_60_1.0,-1.0,train_train
1.0,en_uk_9,en_uk_9_1.0,-1.0,train_train
1.0,fi_11,fi_11_1.0,-1.0,train_train
1.0,fi_12,fi_12_1.0,-1.0,train_train
1.0,fi_13,fi_13_1.0,-1.0,train_train
1.0,fi_14,fi_14_1.0,-1.0,train_train
1.0,fi_2,fi_2_1.0,-1.0,train_train
1.0,fi_20,fi_20_1.0,-1.0,train_train
1.0,fi_3,fi_3_1.0,-1.0,train_train
1.0,fi_30,fi_30_1.0,-1.0,train_train
1.0,fi_31,fi_31_1.0,-1.0,train_train
1.0,fi_37,fi_37_1.0,-1.0,train_train
1.0,fi_38,fi_38_1.0,-1.0,train_train
1.0,fi_39,fi_39_1.0,-1.0,train_train
1.0,fi_43,fi_43_1.0,-1.0,train_train
1.0,fi_44,fi_44_1.0,-1.0,train_train
1.0,fi_46,fi_46_1.0,-1.0,train_train
1.0,fi_47,fi_47_1.0,-1.0,train_train
1.0,fi_49,fi_49_1.0,-1.0,train_train
1.0,fi_5,fi_5_1.0,-1.0,train_train
1.0,fi_51,fi_51_1.0,-1.0,train_train
1.0,fi_58,fi_58_1.0,-1.0,train_train
1.0,fi_6,fi_6_1.0,-1.0,train_train
1.0,fi_7,fi_7_1.0,-1.0,train_train
1.0,fi_9,fi_9_1.0,-1.0,train_train
1.0,ge_11,ge_11_1.0,-1.0,train_train
1.0,ge_12,ge_12_1.0,-1.0,train_train
1.0,ge_13,ge_13_1.0,-1.0,train_train
1.0,ge_15,ge_15_1.0,-1.0,train_train
1.0,ge_17,ge_17_1.0,-1.0,train_train
1.0,ge_18,ge_18_1.0,-1.0,train_train
1.0,ge_2,ge_2_1.0,-1.0,train_train
1.0,ge_26,ge_26_1.0,-1.0,train_train
1.0,ge_3,ge_3_1.0,-1.0,train_train
1.0,ge_30,ge_30_1.0,-1.0,train_train
1.0,ge_32,ge_32_1.0,-1.0,train_train
1.0,ge_39,ge_39_1.0,-1.0,train_train
1.0,ge_4,ge_4_1.0,-1.0,train_train
1.0,ge_40,ge_40_1.0,-1.0,train_train
1.0,ge_41,ge_41_1.0,-1.0,train_train
1.0,ge_42,ge_42_1.0,-1.0,train_train
1.0,ge_44,ge_44_1.0,-1.0,train_train
1.0,ge_49,ge_49_1.0,-1.0,train_train
1.0,ge_53,ge_53_1.0,-1.0,train_train
1.0,ge_9,ge_9_1.0,-1.0,train_train
1.0,ge_zu_10,ge_zu_10_1.0,-1.0,train_train
1.0,ge_zu_11,ge_zu_11_1.0,-1.0,train_train
1.0,ge_zu_18,ge_zu_18_1.0,-1.0,train_train
1.0,ge_zu_19,ge_zu_19_1.0,-1.0,train_train
1.0,ge_zu_2,ge_zu_2_1.0,-1.0,train_train
1.0,ge_zu_22,ge_zu_22_1.0,-1.0,train_train
1.0,ge_zu_25,ge_zu_25_1.0,-1.0,train_train
1.0,ge_zu_27,ge_zu_27_1.0,-1.0,train_train
1.0,ge_zu_29,ge_zu_29_1.0,-1.0,train_train
1.0,ge_zu_3,ge_zu_3_1.0,-1.0,train_train
1.0,ge_zu_30,ge_zu_30_1.0,-1.0,train_train
1.0,ge_zu_34,ge_zu_34_1.0,-1.0,train_train
1.0,ge_zu_37,ge_zu_37_1.0,-1.0,train_train
1.0,ge_zu_39,ge_zu_39_1.0,-1.0,train_train
1.0,ge_zu_40,ge_zu_40_1.0,-1.0,train_train
1.0,ge_zu_45,ge_zu_45_1.0,-1.0,train_train
1.0,ge_zu_46,ge_zu_46_1.0,-1.0,train_train
1.0,ge_zu_48,ge_zu_48_1.0,-1.0,train_train
1.0,ge_zu_54,ge_zu_54_1.0,-1.0,train_train
1.0,ge_zu_9,ge_zu_9_1.0,-1.0,train_train
1.0,gr_1,gr_1_1.0,-1.0,train_train
1.0,gr_22,gr_22_1.0,-1.0,train_train
1.0,gr_24,gr_24_1.0,-1.0,train_train
1.0,gr_31,gr_31_1.0,-1.0,train_train
1.0,gr_32,gr_32_1.0,-1.0,train_train
1.0,gr_4,gr_4_1.0,-1.0,train_train
1.0,gr_53,gr_53_1.0,-1.0,train_train
1.0,gr_55,gr_55_1.0,-1.0,train_train
1.0,gr_57,gr_57_1.0,-1.0,train_train
1.0,gr_61,gr_61_1.0,-1.0,train_train
1.0,gr_68,gr_68_1.0,-1.0,train_train
1.0,gr_70,gr_70_1.0,-1.0,train_train
1.0,gr_9,gr_9_1.0,-1.0,train_train
1.0,he_1,he_1_1.0,-1.0,train_train
1.0,he_15,he_15_1.0,-1.0,train_train
1.0,he_17,he_17_1.0,-1.0,train_train
